response_id	mistake	mistake_no	mistake_sep	maximum_response_one_type	type	group_type	code_type
R_W2NaMKUGZou4QDv	crash of disk and back-up disk, leading to re-run all analyses (with fortunately mostly saved prgrams elsewhere)	1	crash of disk and back-up disk, leading to re-run all analyses (with fortunately mostly saved prgrams elsewhere)	yes	serious	technical/infrastructural problem	crash of disk
R_W2NaMKUGZou4QDv	nothing really systematic and only minor, e.g., missing outlier removal or keeping track of concerned conditions, SD vs SE in figure vs. caption, formula error in excel,	3	SD vs SE in figure vs. caption	no	recurring	wrong reporting	mixing up values in plot caption versus figure
R_W2NaMKUGZou4QDv	nothing really systematic and only minor, e.g., missing outlier removal or keeping track of concerned conditions, SD vs SE in figure vs. caption, formula error in excel,	4	formula error in excel	no	recurring	programming error	program coding error
R_WDKxkIWKqWPUbqV	transcription errors	1	transcription errors	yes	recurring	data transfer error	transcription error
R_WDKxkIWKqWPUbqV	transcription error	1	transcription error	yes	serious	data transfer error	transcription error
R_wQKtnSahMtTdwZP	Errors calculating the dimensions of some questionnaires.	1	Errors calculating the dimensions of some questionnaires.	yes	recurring	wrong data processing/analysis	wrong analysis
R_wQKtnSahMtTdwZP	After I entered all the data, when I was analysing the data, I realised I made a mistake. So, I had to introduce all the data again. I lost time, and it was frustrating. Luckily, I did not publish anything with the wrong data	1	After I entered all the data, when I was analysing the data, I realised I made a mistake. So, I had to introduce all the data again. I lost time, and it was frustrating. Luckily, I did not publish anything with the wrong data	yes	serious	data input error	data entry error
R_wRyMeFjM4H8I52h	Respondent ID is not entirely unique	1	Respondent ID is not entirely unique	yes	recurring	ambiguous naming/defining of data	Respondent ID is not entirely unique
R_wRyMeFjM4H8I52h	Wrong data input	1	Wrong data input	yes	serious	data input error	value input error
R_x8Z2fY3NuG06l69	Incomplete data collection (survey missing some questions),	1	Incomplete data collection (survey missing some questions),	yes	recurring	oversight in study design or measurement	survey missing questions
R_x8Z2fY3NuG06l69	forgot to record qualitative interview	1	forgot to record qualitative interview	yes	serious	data input error	forgetting to record qualitative interview
R_xa49SUkv3DKQme5	Coding errors in experimental paradigms preventing parts of the data from being sampled.	1	Coding errors in experimental paradigms preventing parts of the data from being sampled.	yes	recurring	programming error	program coding error
R_xa49SUkv3DKQme5	Coding error prevented data collection from an important variable for a whole experiment with 50 participants. The data had to be discarded.	1	Coding error prevented data collection from an important variable for a whole experiment with 50 participants. The data had to be discarded.	yes	serious	programming error	program coding error
R_xaBv50AriU5pPt7	Incorrect coding/re-coding of categorical variables.	1	Incorrect coding/re-coding of categorical variables.	yes	recurring	data coding error	incorrect coding of variables
R_xaBv50AriU5pPt7	Incorrect coding/labeling of missing values which significantly skewed results.	1	Incorrect coding/labeling of missing values which significantly skewed results.	yes	serious	data coding error	incorrect coding of missing values
R_XiYRBKDZ1f0f0wV	Ordinal variables were coded in the incorrect direction	1	Ordinal variables were coded in the incorrect direction	yes	recurring	data coding error	incorrect coding of variables
R_XiYRBKDZ1f0f0wV	We failed to include 25% of items in a scale for a study.	1	We failed to include 25% of items in a scale for a study.	yes	serious	oversight in study design or measurement	We failed to include 25% of items in a scale for a study.
R_XLNMXHwqdiwAG7D	Poor data labelling and documentation	1	Poor data labelling and documentation	yes	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_XLNMXHwqdiwAG7D	Lost data	1	Lost data	yes	serious	loss of materials/documentation/data	data loss
R_Xp37cWl6slWgFWN	lost of data, wrong data	1	lost of data,	no	recurring	loss of materials/documentation/data	data loss
R_XQWU5837JcirPJD	We realized that we had been working on the wrong version of a dataset.	1	We realized that we had been working on the wrong version of a dataset.	yes	recurring	version control error	using the wrong version of data
R_XR4vuDYVTZUdDxf	Overwriting of measured variables Loss of datasets due to storage mistakes	1	Overwriting of measured variables	no	recurring	version control error	overwriting of measured variables
R_XR4vuDYVTZUdDxf	Loss of participant descriptive data	1	Loss of participant descriptive data	yes	serious	loss of materials/documentation/data	data loss
R_XR4vuDYVTZUdDxf	Overwriting of measured variables Loss of datasets due to storage mistakes	2	Loss of datasets due to storage mistakes	no	recurring	loss of materials/documentation/data	data loss
