response_id	cause_type	cause	cause_no	cause_sep	code	n	group
R_Tn1zCiJl48M49bP	recurring	laziness and short-sightedness...saving time now and causing problems later	1	laziness	laziness	14	carelessness
R_Tn1zCiJl48M49bP	serious	stupidity	1	stupidity	stupidity	3	"NA"
R_Tn1zCiJl48M49bP	recurring	laziness and short-sightedness...saving time now and causing problems later	2	short-sightedness...saving time now and causing problems later	short-sightedness	1	bad or lack of planning
R_u3udJvSlp9H0lYR	recurring	Lack of identification of the error prior to data collection.	1	Lack of identification of the error prior to data collection.	lack of vigilance	2	inattention
R_u3udJvSlp9H0lYR	serious	Not testing the materials thoroughly enough to ensure that these errors are avoided.	1	Not testing the materials thoroughly enough to ensure that these errors are avoided.	insufficient testing	6	"NA"
R_u7y4awKmx0P9uMx	recurring	Haste, I guess?	1	Haste, I guess?	being in a hurry	4	time management issue
R_u7y4awKmx0P9uMx	serious	Battery problems.	1	Battery problems.	technical failure	14	technical issue
R_Ub6KK5sJLnRBQBj	recurring	Mistakes happens when only one data-manager construct the database. All datasets need  revision by another data-manager/researcher	1	Mistakes happens when only one data-manager construct the database. All datasets need  revision by another data-manager/researcher	lack of review by another team member	1	"NA"
R_Ub6KK5sJLnRBQBj	serious	The data-manager was not carefull	1	The data-manager was not carefull	carelessness	41	carelessness
R_Ugcj0Hs9IX1A3WV	recurring	Laziness	1	Laziness	laziness	14	carelessness
R_Ugcj0Hs9IX1A3WV	serious	Laziness	1	Laziness	laziness	14	carelessness
R_UmqU7Ly1qrMBjHP	recurring	Simple confusion.  We try to remember which version of the data is the latest, but if we have not worked with the data recently, it is easy to get confused, particularly with multiple people working on the same project.	1	Simple confusion.  We try to remember which version of the data is the latest, but if we have not worked with the data recently, it is easy to get confused, particularly with multiple people working on the same project.	insufficient documentation	18	"NA"
R_UmqU7Ly1qrMBjHP	serious	It was a bug in my computer code.  I read in the wrong series from a  database.	1	It was a bug in my computer code.  I read in the wrong series from a  database.	error in programming code	7	"NA"
R_usJmD25Zml44ef7	recurring	Many versions of the same data set, with slight modifications, may be retained on a computer's hard drive.	1	Many versions of the same data set, with slight modifications, may be retained on a computer's hard drive.	error in version control	9	bad or lack of standards
R_usJmD25Zml44ef7	serious	N/A	1	N/A	irrelevant content	38	irrelevant content
R_UW9udpehJoHvjeV	recurring	computer participant interactions	1	computer participant interactions	insufficient information	59	insufficient information
R_UW9udpehJoHvjeV	serious	little programming experience	1	little programming experience	inexperience	68	lack of knowledge/experience
R_uwilEnZKlzMWNLH	recurring	Data management.	1	Data management.	data management	1	bad or lack of standards
R_uwilEnZKlzMWNLH	serious	Human error	1	Human error	human error	54	"NA"
R_uyQjDVLfMF1DjEJ	recurring	NA	1	missing	missing	183	missing
R_uyQjDVLfMF1DjEJ	serious	relocation of practice and archives not being found	1	relocation of practice and archives not being found	not following the standard procedure	2	carelessness
R_uyxOp5bl3Heyi5P	recurring	Researcher not fully reading instructions for data management	1	Researcher not fully reading instructions for data management	not following protocol	4	carelessness
R_uyxOp5bl3Heyi5P	serious	Human error	1	Human error	human error	54	"NA"
R_vCDw2trrlQggWnD	recurring	Probably the underlying cause is our failure to train students in these issues.	1	Probably the underlying cause is our failure to train students in these issues.	inexperience	68	lack of knowledge/experience
R_vCDw2trrlQggWnD	serious	Inadequate training of graduate students.	1	Inadequate training of graduate students.	inadequate training	2	bad skill management
R_vGhe9SFx67Tm8md	recurring	She probably performed easier statitistics and did not bother to learn a new way of doing stats.	1	She probably performed easier statitistics and did not bother to learn a new way of doing stats.	carelessness	41	carelessness
R_vGhe9SFx67Tm8md	serious	Being too lazy to learn new way of statistics	1	Being too lazy to learn new way of statistics	laziness	14	carelessness
R_vktbxXQAdWGQUmJ	recurring	Careless in 99% of the case, human error	1	Careless in 99% of the case, human error	carelessness	41	carelessness
R_vktbxXQAdWGQUmJ	serious	Careless, did not check the data carefully enough.	1	Careless, did not check the data carefully enough.	carelessness	41	carelessness
R_vOfSDKH9m5bsxQl	recurring	An insufficiently formalized data management protocol; the IT-services do not facilitate easy and safe access to data	1	An insufficiently formalized data management protocol	error in protocol	1	bad or lack of standards
R_vOfSDKH9m5bsxQl	serious	Insufficient experimental design	1	Insufficient experimental design	insufficient experimental design	1	"NA"
R_vOfSDKH9m5bsxQl	recurring	An insufficiently formalized data management protocol; the IT-services do not facilitate easy and safe access to data	2	the IT-services do not facilitate easy and safe access to data	insufficient information	59	insufficient information
R_vq2t8wRHyyhk10J	recurring	NA	1	missing	missing	183	missing
R_vq2t8wRHyyhk10J	serious	NA	1	missing	missing	183	missing
R_vSpnniXC9QK5jj3	recurring	See above.	1	See above.	see above	37	see above
R_vSpnniXC9QK5jj3	serious	See above	1	See above	see above	37	see above
R_vTAtDgS8N64qWDn	recurring	Big datasets and need to use different analyses softwares	1	Big datasets and need to use different analyses softwares	too complex task	7	too high complexity
R_vTAtDgS8N64qWDn	serious	We don't know	1	We don't know	unknown	10	"NA"
R_W2NaMKUGZou4QDv	recurring	inattention, student not double-checking or not anticipating reuse	1	inattention,	inattention	31	inattention
R_W2NaMKUGZou4QDv	serious	mistake in back-up programming by engineer	1	mistake in back-up programming by engineer	programming error	16	"NA"
R_W2NaMKUGZou4QDv	recurring	inattention, student not double-checking or not anticipating reuse	2	student not double-checking	lack of double checking	5	"NA"
R_W2NaMKUGZou4QDv	recurring	inattention, student not double-checking or not anticipating reuse	3	not anticipating reuse	error in planning	6	bad or lack of planning
R_WDKxkIWKqWPUbqV	recurring	sloppiness	1	sloppiness	sloppiness	10	carelessness
R_WDKxkIWKqWPUbqV	serious	slopiness	1	slopiness	sloppiness	10	carelessness
R_wQKtnSahMtTdwZP	recurring	Lack of information, or precise information	1	Lack of information, or precise information	lack of information	1	lack of knowledge/experience
R_wQKtnSahMtTdwZP	serious	Lack of attention	1	Lack of attention	inattention	31	inattention
R_wRyMeFjM4H8I52h	recurring	Human error	1	Human error	human error	54	"NA"
R_wRyMeFjM4H8I52h	serious	Human error	1	Human error	human error	54	"NA"
R_x8Z2fY3NuG06l69	recurring	I’m not sure—more training needed for data collectors? More incentive to data collectors for getting completed data? Paid data collectors rather than program staff?	1	I’m not sure—more training needed for data collectors?	lack of experience	2	lack of knowledge/experience
R_x8Z2fY3NuG06l69	serious	Forgetfulness	1	Forgetfulness	forgetfulness	7	physical and mental constraints
R_x8Z2fY3NuG06l69	recurring	I’m not sure—more training needed for data collectors? More incentive to data collectors for getting completed data? Paid data collectors rather than program staff?	2	More incentive to data collectors for getting completed data?	lack of incentives	1	carelessness
R_x8Z2fY3NuG06l69	recurring	I’m not sure—more training needed for data collectors? More incentive to data collectors for getting completed data? Paid data collectors rather than program staff?	3	Paid data collectors rather than program staff?	inexperience	68	lack of knowledge/experience
R_xa49SUkv3DKQme5	recurring	Coding errors and usually lack of pilot testing.	1	Coding errors	coding error	4	"NA"
R_xa49SUkv3DKQme5	serious	A coding error.	1	A coding error.	coding error	4	"NA"
R_xa49SUkv3DKQme5	recurring	Coding errors and usually lack of pilot testing.	2	usually lack of pilot testing.	lack of pilot testing	1	"NA"
R_xaBv50AriU5pPt7	recurring	Slight changes in the way questions were asked that were not noticed until relatively late in the cleaning/analysis process.	1	Slight changes in the way questions were asked that were not noticed until relatively late in the cleaning/analysis process.	inconsistent measurement	2	bad or lack of standards
R_xaBv50AriU5pPt7	serious	Not checking how the missing value was imported into new software.	1	Not checking how the missing value was imported into new software.	lack of testing	4	"NA"
R_xf1mZKJUgYbss6J	recurring	NA	1	missing	missing	183	missing
R_xf1mZKJUgYbss6J	serious	NA	1	missing	missing	183	missing
R_XiYRBKDZ1f0f0wV	recurring	RA did not use prior data processing scripts as a template	1	RA did not use prior data processing scripts as a template	not using templates	1	"NA"
R_XiYRBKDZ1f0f0wV	serious	RA wasn't carefully attending to the document containing the item bank when creating the new survey. PI didn't double check the survey carefully enough.	1	RA wasn't carefully attending to the document containing the item bank when creating the new survey.	not being careful	2	carelessness
R_XiYRBKDZ1f0f0wV	serious	RA wasn't carefully attending to the document containing the item bank when creating the new survey. PI didn't double check the survey carefully enough.	2	PI didn't double check the survey carefully enough.	insufficient double checking	2	"NA"
