response_id	mistake_type	mistake	mistake_no	mistake_sep	code	n	group
R_XR4vuDYVTZUdDxf	recurring	Overwriting of measured variables Loss of datasets due to storage mistakes	2	Loss of datasets due to storage mistakes	data loss	27	loss of materials/documentation/data
R_XYUxOqaUOdv9F97	recurring	Programming mistakes in survey set-up (eg, not including a item, having a typo in an item, setting quaktrics/inquisit to allow missing data)	1	not including a item	not including a item	1	oversight in study design or measurement
R_XYUxOqaUOdv9F97	serious	Published a scoring key that contained errors.	1	Published a scoring key that contained errors.	publishing with errors	1	wrong reporting
R_XYUxOqaUOdv9F97	recurring	Programming mistakes in survey set-up (eg, not including a item, having a typo in an item, setting quaktrics/inquisit to allow missing data)	2	having a typo in an item	typo	5	data input error
R_XYUxOqaUOdv9F97	recurring	Programming mistakes in survey set-up (eg, not including a item, having a typo in an item, setting quaktrics/inquisit to allow missing data)	3	setting quaktrics/inquisit to allow missing data	allowing missing data in survey	1	wrong software or hardware settings
R_Y6sggRDaiYKcxP3	recurring	Overwriting old files. Import old files. Wrong named variables in data analysis scripts.	1	Overwriting old files.	overwriting data	15	version control error
R_Y6sggRDaiYKcxP3	serious	Importing wrong data files, running analysis but them realizing the error and having to redo it again.	1	Importing wrong data files, running analysis but them realizing the error and having to redo it again.	importing wrong files	1	data selection/merging error
R_Y6sggRDaiYKcxP3	recurring	Overwriting old files. Import old files. Wrong named variables in data analysis scripts.	2	Import old files.	Import old files.	1	version control error
R_Y6sggRDaiYKcxP3	recurring	Overwriting old files. Import old files. Wrong named variables in data analysis scripts.	3	Wrong named variables in data analysis scripts.	ambiguous variable naming	40	ambiguous naming/defining of data
R_yD8d1A59bQGBOut	recurring	Different people wher working on different versions of the same data set to do analyses.	1	Different people wher working on different versions of the same data set to do analyses.	using the wrong version of data	48	version control error
R_yD8d1A59bQGBOut	serious	We did analyses on a data-set with an dependent variable that was not correctly calculated from raw eye-tracking data.	1	We did analyses on a data-set with an dependent variable that was not correctly calculated from raw eye-tracking data.	mistake in calculating variable	1	wrong data processing/analysis
R_yDdfJsIfeCY3yRr	recurring	Mistakes relating to Excel formulas (used to clean, re-code, analyze data) - either having a type/error in the formula and not immediately realizing it, or not pasting it correctly throughout file.  Usually realize it right away when writing the formulas, I'd consider it a mistake if it persists beyond one session.	1	Mistakes relating to Excel formulas (used to clean, re-code, analyze data) - having a type/error in the formula and not immediately realizing it. Usually realize it right away when writing the formulas, I'd consider it a mistake if it persists beyond one session.	mistakes using formula	1	wrong data processing/analysis
R_yDdfJsIfeCY3yRr	serious	One time a formula error (not pasting all the way down) made the results look WAY bigger/more impactful than they actually were.  Wrote the manuscript for a special issue, and the day before it was due discovered the error.  The conclusions were in the same direction but much smaller.  Had to re-write a lot of the paper very quickly (since the language needed to change with the more moderate results) and redo all analyses and graphs.  Fortunately have never (yet, knowingly) presented or submitted findings anywhere with such mistakes - I always re-check things and usually find and fix such errors early.	1	One time a formula error (not pasting all the way down) made the results look WAY bigger/more impactful than they actually were.  Wrote the manuscript for a special issue, and the day before it was due discovered the error.  The conclusions were in the same direction but much smaller.  Had to re-write a lot of the paper very quickly (since the language needed to change with the more moderate results) and redo all analyses and graphs.  Fortunately have never (yet, knowingly) presented or submitted findings anywhere with such mistakes - I always re-check things and usually find and fix such errors early.	copy paste error	26	data transfer error
R_yDdfJsIfeCY3yRr	recurring	Mistakes relating to Excel formulas (used to clean, re-code, analyze data) - either having a type/error in the formula and not immediately realizing it, or not pasting it correctly throughout file.  Usually realize it right away when writing the formulas, I'd consider it a mistake if it persists beyond one session.	2	Mistakes relating to Excel formulas (used to clean, re-code, analyze data) - not pasting it correctly throughout file. Usually realize it right away when writing the formulas, I'd consider it a mistake if it persists beyond one session.	copy paste error	26	data transfer error
R_YPHfNIaeRchw0PT	recurring	The audio-recording device did not record properly and I only noticed that well into the session.	1	The audio-recording device did not record properly and I only noticed that well into the session.	audio-recording device not properly recording	1	technical/infrastructural problem
R_YPHfNIaeRchw0PT	serious	N/A	1	N/A	irrelevant content	84	irrelevant content
R_YRpTUYsPnCHJ2U1	recurring	A variable is transformed or recoded inappropriately.	1	A variable is transformed or recoded inappropriately.	A variable is transformed or recoded inappropriately.	1	wrong data processing/analysis
R_YRpTUYsPnCHJ2U1	serious	Same as previous example.	1	Same as previous example.	see above	40	see above
R_ysSpq9fCGv43WI9	recurring	Problems with the labels of variables	1	Problems with the labels of variables	Problems with the labels of variables	2	ambiguous naming/defining of data
R_ysSpq9fCGv43WI9	serious	Problems with the labels of variables	1	Problems with the labels of variables	Problems with the labels of variables	2	ambiguous naming/defining of data
R_zdpFVud5GMDjVUl	recurring	None	1	None	irrelevant content	84	irrelevant content
R_zdpFVud5GMDjVUl	serious	N/A	1	N/A	irrelevant content	84	irrelevant content
